,spearman_corr,p_val1,pearson_corr,p_val2
Apathy_Gamma_channel54,0.30433198976500225,0.1920343751027992,0.21992883985063105,0.35149189159805583
MoCA corretto_Gamma_channel19,-0.30421721246890987,0.1922105153872626,-0.18659901085600727,0.43086082862014974
MoCA corretto_Delta_channel17,-0.30421721246890987,0.1922105153872626,-0.3094770221569277,0.18424979927598392
BDI_Beta_channel92,-0.3042023009568812,0.19223340695075103,-0.016558872568128685,0.9447590909717223
BDI_Beta_channel51,0.3042023009568812,0.19223340695075103,-0.10584166960065575,0.6569620020729583
BDI_Theta_channel65,-0.3042023009568812,0.19223340695075103,-0.047758380528550554,0.8415251892988265
Apathy_Theta_channel40,0.30357869276063343,0.19319238544311457,0.28400010994639635,0.22494288047551325
Apathy_Theta_channel83,0.30357869276063343,0.19319238544311457,0.29383835753455806,0.20858862475722498
UPDRS III _Delta_channel5,0.3034641995667591,0.19336880009034915,0.2562160325959708,0.275544205508662
UPDRS III _Beta_channel45,-0.3034641995667591,0.19336880009034915,-0.22756584764499918,0.3345865090724537
BDI_Beta_channel114,-0.30344179520448905,0.19340333406346286,0.01750366075760798,0.9416122571884984
BDI_Beta_channel86,0.30344179520448905,0.19340333406346286,0.1822989294811248,0.44174414773554543
BDI_Beta_channel44,0.30344179520448905,0.19340333406346286,-0.009586936577878862,0.9680021382583528
Apathy_Theta_channel57,0.3028253957562646,0.19435507244395664,0.29719543168461937,0.20319328258100858
MoCA corretto_Delta_channel16,-0.3027111866646083,0.194531758668607,-0.30449056261885965,0.1917912034181235
Apathy_Alpha_channel77,0.3020720987518958,0.19552244095688953,0.3000958753907539,0.19860723830905447
UPDRS III _Theta_channel44,0.30195817376245754,0.1956993959570301,0.0339413576008232,0.887035039461157
BDI_Theta_channel90,-0.30192078369970465,0.19575749576811383,-0.013385792636989191,0.9553332711699922
BDI_Delta_channel113,-0.30192078369970465,0.19575749576811383,-0.18202576080023064,0.4424403448613867
Apathy_Alpha_channel6,0.30131880174752695,0.19669449576024692,0.34930627636423955,0.1311507464983403
MoCA corretto_Alpha_channel60,-0.30120516086030674,0.19687171671744425,-0.1163620329436594,0.6251640981573787
BDI_Delta_channel90,-0.3011602779473124,0.19694174024022226,-0.19183842383851984,0.4177946132133432
BDI_Delta_channel27,-0.3011602779473124,0.19694174024022226,-0.22014539049980952,0.3510058394570034
mH&Y_Theta_channel68,-0.3008967382970352,0.1973532344414055,-0.25789210846714544,0.2723058051892095
mH&Y_Delta_channel37,-0.3008967382970352,0.1973532344414055,-0.5179681286472315,0.019314701988186925
mH&Y_Delta_channel58,-0.3008967382970352,0.1973532344414055,-0.49314286069263846,0.02714660540654769
mH&Y_Alpha_channel64,-0.3008967382970352,0.1973532344414055,-0.32892294542042044,0.15676520457739107
Apathy_Beta_channel3,0.3005655047431582,0.19787124155882144,0.3964330002208991,0.08354596713648342
BDI_Alpha_channel22,-0.3003997721949202,0.19813076691841439,-0.0968688059239225,0.6845412379083791
BDI_Beta_channel110,-0.3003997721949202,0.19813076691841439,-0.059387169402973145,0.8035885848426902
Apathy_Beta_channel98,-0.29981220773878936,0.19905268298355774,-0.12255517192023041,0.6067346676964772
Apathy_Theta_channel77,0.29981220773878936,0.19905268298355774,0.2596846890178897,0.26886875604686733
MoCA corretto_Theta_channel75,-0.29969913505600526,0.19923042733385893,-0.2814560842755229,0.22930418970419109
BDI_Theta_channel74,0.29963926644252803,0.19932458055146232,0.09511738077675568,0.6899709257965393
Apathy_Alpha_channel75,0.2990589107344206,0.200238824591246,0.13339764900407589,0.5750188787374599
Apathy_Alpha_channel35,0.2990589107344206,0.200238824591246,0.3381178587617396,0.14481409893638622
BDI_Alpha_channel72,0.2988787606901358,0.20052318581103684,0.05071511371020389,0.8318440991672675
Apathy_Gamma_channel76,-0.2983056137300517,0.20142967086421806,-0.25203183941991625,0.2837329270002285
UPDRS III _Gamma_channel30,0.2981931092517037,0.20160792713742018,0.07827373900656096,0.7429003587717602
MoCA corretto_Delta_channel83,-0.2966870834474022,0.2040042515574511,-0.1861450969486863,0.43200290491266913
BDI_Gamma_channel99,-0.2965972434329592,0.20414779690239018,-0.09895781900940392,0.6780844251276439
mH&Y_Theta_channel57,-0.2964717862632553,0.20434836323708203,-0.3958110129627399,0.08407600860369778
mH&Y_Theta_channel84,0.2964717862632553,0.20434836323708203,0.23298463921830395,0.3228874761445392
mH&Y_Delta_channel65,-0.2964717862632553,0.20434836323708203,-0.3149888212949476,0.17615018356900436
mH&Y_Delta_channel87,-0.2964717862632553,0.20434836323708203,-0.43112732976057944,0.05771507544725349
mH&Y_Alpha_channel50,-0.2964717862632553,0.20434836323708203,-0.2610375104331901,0.2662929930796599
mH&Y_Alpha_channel76,-0.2964717862632553,0.20434836323708203,-0.38969794992799106,0.08941842024399424
mH&Y_Theta_channel54,-0.2964717862632553,0.20434836323708203,-0.5163779220657158,0.019754869816332808
mH&Y_Gamma_channel12,-0.2964717862632553,0.20434836323708203,-0.5050197364716699,0.023136208708816275
mH&Y_Theta_channel56,-0.2964717862632553,0.20434836323708203,-0.4798284115220953,0.03227287912019567
mH&Y_Delta_channel63,-0.2964717862632553,0.20434836323708203,-0.3412271765055122,0.14092114357660057
Apathy_Beta_channel9,0.29604572271694524,0.20503048137495553,0.2757179117133921,0.23934195355354865
Apathy_Beta_channel42,0.29604572271694524,0.20503048137495553,0.443780135405186,0.04999033473994203
Apathy_Beta_channel17,0.29529242571257647,0.20624018963268403,0.274529269988372,0.24145606825829846
MoCA corretto_Gamma_channel15,-0.29518105764310065,0.2064194348234136,-0.4528332146480357,0.0449682408917209
MoCA corretto_Beta_channel79,0.29518105764310065,0.2064194348234136,0.3981732400271725,0.08207611075268005
Apathy_Delta_channel15,0.2945391287082076,0.20745462383997185,0.2334184351375342,0.3219615948363588
Apathy_Theta_channel2,0.2945391287082076,0.20745462383997185,0.2517787063537438,0.284233100772462
BDI_Theta_channel62,-0.2943157261757826,0.20781569334418054,-0.061909014948103885,0.7954140817208373
Apathy_Alpha_channel4,0.29378583170383876,0.2086737880261204,0.2898388536892619,0.2151391970352695
MoCA corretto_Delta_channel49,-0.29367503183879906,0.20885350995541208,-0.22037704120024293,0.3504863261122648
MoCA corretto_Theta_channel35,-0.29367503183879906,0.20885350995541208,-0.38636651321996535,0.09243288013236842
Apathy_Gamma_channel15,0.29303253469947,0.20989768614389573,0.3229757460130327,0.16484915035084308
MoCA corretto_Gamma_channel31,-0.2921690060344976,0.21130650875481477,-0.18856196067771383,0.4259403951527435
UPDRS III _Theta_channel5,0.2921690060344976,0.21130650875481477,0.250497688489441,0.2867726602770212
UPDRS III _Alpha_channel21,-0.2921690060344976,0.21130650875481477,-0.39441457734880103,0.08527506407802375
mH&Y_Alpha_channel48,-0.29204683422947536,0.21150633165802177,-0.17790859688686497,0.45300249410091353
mH&Y_Gamma_channel57,-0.29204683422947536,0.21150633165802177,-0.46688249860222586,0.037954489468666475
mH&Y_Delta_channel32,0.29204683422947536,0.21150633165802177,0.21072553847242498,0.3725072846671239
mH&Y_Theta_channel37,-0.29204683422947536,0.21150633165802177,-0.4216622241227908,0.064061989450854
mH&Y_Gamma_channel48,-0.29204683422947536,0.21150633165802177,-0.23998573740616705,0.3081384882351328
mH&Y_Beta_channel60,-0.29204683422947536,0.21150633165802177,-0.44422191405310407,0.049735719513532124
mH&Y_Beta_channel66,-0.29204683422947536,0.21150633165802177,-0.2609937157792009,0.2663761339276473
mH&Y_Alpha_channel60,-0.29204683422947536,0.21150633165802177,-0.42716876588610764,0.060308674844787885
UPDRS III _Delta_channel62,-0.29141599313234684,0.21254011413219218,-0.3175096211885724,0.17252796430903627
MoCA corretto_Alpha_channel81,0.29066298023019604,0.21377846179499935,0.3465737514990709,0.13439996465616494
UPDRS III _Delta_channel111,-0.29066298023019604,0.21377846179499935,-0.1113779459489864,0.640153447805234
MoCA corretto_Theta_channel96,0.29066298023019604,0.21377846179499935,0.3208816394219324,0.1677626459799001
MoCA corretto_Theta_channel51,-0.29066298023019604,0.21377846179499935,-0.2724722181256213,0.24514302437685467
UPDRS III _Gamma_channel32,0.2899099673280453,0.21502155537153594,0.32796028405163247,0.15805473405559728
UPDRS III _Delta_channel59,-0.2899099673280453,0.21502155537153594,-0.3873111577219256,0.09157065343932885
UPDRS III _Beta_channel70,-0.2899099673280453,0.21502155537153594,-0.3290228895979103,0.1566317435472945
BDI_Beta_channel90,-0.28975269166142936,0.21528178966141978,-0.03949648479001536,0.8686888782875102
BDI_Theta_channel114,-0.28975269166142936,0.21528178966141978,0.07335114895741783,0.7585934378076644
Apathy_Beta_channel48,0.28926604967762587,0.21608831866028994,0.44686587539399747,0.04823258966314202
Apathy_Alpha_channel42,0.28926604967762587,0.21608831866028994,0.44187427222537634,0.05110021525109762
Apathy_Beta_channel108,-0.28926604967762587,0.21608831866028994,-0.09582269306632571,0.6877825769707511
Apathy_Alpha_channel16,0.28926604967762587,0.21608831866028994,0.22619462965143997,0.3375859856001985
UPDRS III _Gamma_channel75,-0.2891569544258945,0.21626939841221793,-0.44219393843910465,0.05091275471763907
MoCA corretto_Alpha_channel54,-0.2891569544258945,0.21626939841221793,-0.26258882697905955,0.2633584615731927
BDI_Alpha_channel32,0.2889921859090372,0.21654307553475796,0.02605625558663513,0.9131692258764363
BDI_Alpha_channel8,0.2889921859090372,0.21654307553475796,0.24500340201696827,0.2978229903430638
Apathy_Delta_channel56,0.28851275267325704,0.21734069905378067,0.1583462122096173,0.5049157167227393
Apathy_Beta_channel7,0.28851275267325704,0.21734069905378067,0.40389048161846014,0.0773818530372565
UPDRS III _Delta_channel4,0.2884039415237437,0.2175219943892977,0.2481361168136767,0.29149092788470676
UPDRS III _Beta_channel24,-0.287650928621593,0.21877934669658824,-0.28440669706392535,0.2242509081450095
UPDRS III _Delta_channel44,0.287650928621593,0.21877934669658824,0.1055549403991698,0.6578369556769768
BDI_Beta_channel5,0.2874711744042528,0.21908019703734824,-0.027993232968213683,0.9067403856264502
UPDRS III _Delta_channel89,-0.28689791571944223,0.2200414586491888,-0.24052705517540796,0.3070153633978357
BDI_Delta_channel108,-0.28671066865186057,0.22035603954066593,-0.10724702109367776,0.6526798053806151
UPDRS III _Beta_channel114,-0.2861449028172915,0.22130833348321197,-0.2704298333360251,0.24883919791917444
MoCA corretto_Beta_channel16,-0.28463887701298995,0.22385638434341926,-0.18750072622074565,0.4285968107707727
Apathy_Beta_channel105,-0.2839929706470442,0.22495504331358343,0.025448045714506318,0.9151889685075764
Apathy_Beta_channel10,0.2839929706470442,0.22495504331358343,0.5085861987654083,0.022028515304711452
BDI_Beta_channel61,-0.2836686456422918,0.22550803092413596,-0.057747918026008954,0.8089127838314912
Apathy_Delta_channel104,-0.2832396736426753,0.2262408069031665,-0.2671894726484706,0.25477605474509435
mH&Y_Alpha_channel6,-0.28319693016191544,0.2263139068475018,-0.20272845365427494,0.39133187851385365
mH&Y_Delta_channel48,-0.28319693016191544,0.2263139068475018,-0.09334262989457631,0.6954878437894978
mH&Y_Theta_channel69,-0.28319693016191544,0.2263139068475018,-0.21085792402397543,0.37220004540684415
UPDRS III _Gamma_channel37,-0.28313285120868836,0.22642352357614481,-0.3459600838794009,0.13513741698900505
UPDRS III _Beta_channel105,-0.28313285120868836,0.22642352357614481,-0.30308319333324124,0.19395664442005764
BDI_Gamma_channel23,-0.28290813988989955,0.2268081996466147,-0.23882792611340914,0.310549035796472
BDI_Theta_channel37,-0.28290813988989955,0.2268081996466147,-0.10408260318647672,0.6623365191249808
BDI_Alpha_channel47,0.28290813988989955,0.2268081996466147,-0.03457278635841694,0.8849467434102386
Apathy_Delta_channel112,-0.28248637663830656,0.22753135156858648,-0.24034983607164329,0.3073827840922656
MoCA corretto_Beta_channel34,0.2816268254043868,0.22900977419943258,0.32923609482680827,0.15634730178595346
Apathy_Alpha_channel8,0.28097978262956896,0.23012679513060638,0.2042438525476818,0.3877248493577701
BDI_Alpha_channel11,0.2806266226327229,0.2307379626237697,0.47762821573369585,0.03318832951208304
UPDRS III _Beta_channel13,-0.2801207996000853,0.23161515794207757,-0.29795537287611995,0.20198495103480996
BDI_Beta_channel82,0.27986611688033075,0.23205764498668896,0.06503252245040066,0.7853177741936256
BDI_Delta_channel114,-0.27986611688033075,0.23205764498668896,-0.168087986473412,0.47871236872895895
Apathy_Alpha_channel2,0.27947318862083126,0.2327413951962132,0.24956132726197733,0.2886377789567202
BDI_Delta_channel109,-0.2791056111279385,0.23338221237392276,-0.1974124672448181,0.40413145779855586
BDI_Gamma_channel109,-0.2791056111279385,0.23338221237392276,-0.30284735130110113,0.19432111863355658
mH&Y_Gamma_channel76,-0.27877197812813553,0.233964840808193,-0.43881312749945994,0.05292217863236654
mH&Y_Alpha_channel55,-0.27877197812813553,0.233964840808193,-0.48213224485598893,0.031335597957946965
mH&Y_Beta_channel65,-0.27877197812813553,0.233964840808193,-0.3068470373556773,0.18820191159532007
mH&Y_Theta_channel48,-0.27877197812813553,0.233964840808193,-0.2966017592168507,0.2041405800326842
mH&Y_Beta_channel24,-0.27877197812813553,0.233964840808193,-0.2971493359985452,0.20326673057139605
mH&Y_Theta_channel47,-0.27877197812813553,0.233964840808193,-0.6210293692912049,0.003474385305913812
mH&Y_Alpha_channel36,-0.27877197812813553,0.233964840808193,-0.4501264316519478,0.046427178590654705
mH&Y_Theta_channel62,-0.27877197812813553,0.233964840808193,-0.32912230850906254,0.15649906203599112
mH&Y_Beta_channel63,-0.27877197812813553,0.233964840808193,-0.35245842090905954,0.12747213098600074
Apathy_Delta_channel98,-0.2787198916164625,0.23405588518573966,-0.24394206292640513,0.29998713300024227
Apathy_Delta_channel16,0.2787198916164625,0.23405588518573966,0.17943721376656666,0.44906589295372146
BDI_Theta_channel4,0.27834510537554635,0.23471166726158227,0.048110155486120514,0.8403722133973548
BDI_Theta_channel76,-0.27834510537554635,0.23471166726158227,-0.12561488632790022,0.5977124109171392
BDI_Gamma_channel59,-0.27834510537554635,0.23471166726158227,-0.19029303275446446,0.4216261880570652
Apathy_Alpha_channel58,0.2779665946120936,0.2353751716590427,0.20666434468912576,0.3820020582528188
UPDRS III _Gamma_channel108,-0.277861760893633,0.23555915249157564,-0.22452956497296955,0.3412493820402896
UPDRS III _Theta_channel33,0.277861760893633,0.23555915249157564,0.1272224447866732,0.5929946144514935
Apathy_Alpha_channel48,0.27721329760772484,0.23669925689792337,0.5012950990832205,0.024339685940206336
UPDRS III _Theta_channel59,-0.2771087479914822,0.23688340520514478,-0.33003625720877955,0.15528297999709711
MoCA corretto_Delta_channel46,-0.2771087479914822,0.23688340520514478,-0.25203896091838274,0.2837188632825502
MoCA corretto_Beta_channel30,-0.2771087479914822,0.23688340520514478,-0.119444036780761,0.6159650651181844
UPDRS III _Delta_channel28,0.2771087479914822,0.23688340520514478,0.026680538536416012,0.9110966408018093
MoCA corretto_Gamma_channel55,-0.2771087479914822,0.23688340520514478,-0.2357929234910804,0.3169216554986045
Apathy_Theta_channel16,0.276460000603356,0.2380281431017514,0.17469053728294165,0.46134771367379745
BDI_Gamma_channel89,-0.27606358811836973,0.2387293804080037,-0.20608677405648534,0.3833632932752736
Apathy_Gamma_channel45,0.27570670359898725,0.23936183238722078,0.27365861705305555,0.24301220446649927
UPDRS III _Beta_channel115,-0.27560272218718074,0.23954630566355184,-0.3035925916413455,0.19317097697249652
MoCA corretto_Theta_channel45,-0.27560272218718074,0.23954630566355184,-0.04174360373798318,0.8612854173574411
MoCA corretto_Alpha_channel16,-0.27560272218718074,0.23954630566355184,-0.19289820998351095,0.41517790183581543
MoCA corretto_Delta_channel76,-0.27560272218718074,0.23954630566355184,-0.27745870036164366,0.23626738041246143
Apathy_Beta_channel114,-0.27495340659461837,0.24070032678810888,-0.048524437390809305,0.8390147664196252
BDI_Beta_channel20,-0.27454257661358533,0.24143233488856786,-0.0640392018177317,0.7885250494971714
BDI_Theta_channel18,-0.27454257661358533,0.24143233488856786,-0.05862147735201718,0.8060744891318927
mH&Y_Delta_channel51,-0.2743470260943556,0.2417812649758462,-0.520972606786599,0.018504430049160154
mH&Y_Beta_channel77,-0.2743470260943556,0.2417812649758462,-0.4491116416681651,0.046983419546623426
mH&Y_Beta_channel70,-0.2743470260943556,0.2417812649758462,-0.23864231939974778,0.31093652104596947
UPDRS III _Delta_channel18,0.27409669638287915,0.24222841310152063,-0.14224609288318057,0.5496811414282161
MoCA corretto_Theta_channel14,-0.27409669638287915,0.24222841310152063,-0.2197210040071531,0.3519587493596692
BDI_Beta_channel50,0.27302156510880093,0.244154891514196,0.17443112634440358,0.4620238285766902
BDI_Delta_channel37,-0.27302156510880093,0.244154891514196,-0.19633117962464372,0.40676262629804194
BDI_Theta_channel61,-0.27302156510880093,0.244154891514196,-0.07191490024038444,0.7631896382141239
Apathy_Delta_channel11,0.2726935155815119,0.2447446597722913,0.4006130676764407,0.08004772631506654
UPDRS III _Theta_channel4,0.2725906705785776,0.24492974268094875,0.22545893020195196,0.3392017793403666
MoCA corretto_Alpha_channel17,-0.2725906705785776,0.24492974268094875,-0.26364252141323463,0.26137692641027027
BDI_Theta_channel27,-0.2722610593564087,0.24552352526202154,-0.005327757519679426,0.9822147851517755
BDI_Delta_channel20,-0.2715005536040165,0.24689706492863306,-0.10774550684062774,0.6511633881074217
BDI_Delta_channel100,-0.2715005536040165,0.24689706492863306,-0.09887649815621347,0.6783353749298182
Apathy_Theta_channel7,0.2711869215727743,0.24746494087186585,0.3246657466744983,0.16252339943640823
MoCA corretto_Delta_channel64,-0.2710846447742761,0.2476503082272007,-0.17495156173194426,0.46066790359954546
MoCA corretto_Delta_channel84,-0.2710846447742761,0.2476503082272007,-0.5193800529608137,0.018930470615460614
Apathy_Theta_channel10,0.27043362456840553,0.2488323040013524,0.5089469293964527,0.02191886482871093
mH&Y_Theta_channel66,-0.26992207406057567,0.24976360199598246,-0.2037804242043936,0.38882595398293124
mH&Y_Alpha_channel68,-0.26992207406057567,0.24976360199598246,-0.2811835351798395,0.22977466627965135
mH&Y_Theta_channel86,0.26992207406057567,0.24976360199598246,0.21036932566132266,0.37333469297852695
mH&Y_Alpha_channel79,-0.26992207406057567,0.24976360199598246,-0.22738777586988537,0.33497514342791823
mH&Y_Beta_channel68,-0.26992207406057567,0.24976360199598246,-0.3041715180716922,0.19228066940980706
mH&Y_Delta_channel93,-0.26992207406057567,0.24976360199598246,-0.24683662478344506,0.2941074387932853
Apathy_Gamma_channel109,-0.26968032756403665,0.25020448414119417,-0.23515988126932108,0.31826066293629385
Apathy_Delta_channel12,0.26968032756403665,0.25020448414119417,0.21625697301882657,0.3597926498252103
MoCA corretto_Beta_channel52,-0.2695786189699746,0.2503901222217206,-0.20278289450398512,0.39120197429866166
Apathy_Theta_channel36,0.2689270305596678,0.251581482653402,0.14532255621251894,0.5409912204328273
MoCA corretto_Alpha_channel61,-0.26807259316567306,0.2531491957947933,0.004904629373891606,0.9836270900219078
MoCA corretto_Delta_channel98,0.26807259316567306,0.2531491957947933,0.26296440699427714,0.26265107782417774
MoCA corretto_Alpha_channel47,-0.26807259316567306,0.2531491957947933,-0.26650579140160574,0.25604006390358736
UPDRS III _Theta_channel61,-0.26807259316567306,0.2531491957947933,-0.18290299479501293,0.4402066652352493
BDI_Delta_channel99,-0.2676980248420555,0.25383840539766656,-0.0527341818837464,0.825246445762026
UPDRS III _Alpha_channel69,-0.26731958026352226,0.2545359580302937,-0.26869932878194214,0.25199866146909133
Apathy_Gamma_channel105,-0.2666671395465614,0.2557414007681618,-0.11610154933054911,0.6259440540214076
Apathy_Alpha_channel94,-0.2666671395465614,0.2557414007681618,-0.313411200483298,0.17844327891898465
Apathy_Alpha_channel67,0.2666671395465614,0.2557414007681618,0.29947992879027,0.19957530984277522
Apathy_Beta_channel47,0.2659138425421926,0.25713768468686266,0.3560873385688047,0.12332859876658697
Apathy_Theta_channel48,0.2659138425421926,0.25713768468686266,0.4900985388178988,0.02825787758477235
mH&Y_Beta_channel64,-0.26549712202679576,0.2579121750144974,-0.383917233017284,0.09469618131820952
mH&Y_Alpha_channel69,-0.26549712202679576,0.2579121750144974,-0.2512978899040975,0.2851846618396405
UPDRS III _Beta_channel93,-0.26506054155707,0.2587251593995132,-0.31572798260331847,0.17508273748649908
MoCA corretto_Gamma_channel54,-0.26506054155707,0.2587251593995132,-0.20240705714870147,0.39209926731236033
BDI_Gamma_channel105,-0.26465600183248666,0.25947992524028296,-0.10814276555790095,0.649955851625972
Apathy_Gamma_channel6,0.26440724853345493,0.25994472508274996,0.4131221437976369,0.07022779983755645
UPDRS III _Theta_channel62,-0.2643075286549192,0.2601312011512365,-0.24733495213458379,0.29310236753507646
BDI_Gamma_channel92,-0.2638954960800945,0.2609025982177679,-0.1530702301288647,0.5193891501451406
MoCA corretto_Delta_channel34,0.2635545157527684,0.2615420648728219,0.2243150539987737,0.34172302314603487
Apathy_Alpha_channel98,-0.26290065452471734,0.2627710674506032,-0.22041665520779155,0.3503975300665274
UPDRS III _Beta_channel81,-0.2628015028506177,0.2629577512281585,-0.2781525437199541,0.2350490637560395
Apathy_Delta_channel109,-0.26214735752034846,0.26419147850998637,-0.2947236210827322,0.20715675567484587
MoCA corretto_Delta_channel81,0.2620484899484669,0.26437826079456395,0.22992656784025334,0.3294594574509147
UPDRS III _Delta_channel38,0.2620484899484669,0.26437826079456395,0.3016995816631605,0.19610145428192471
UPDRS III _Alpha_channel27,-0.2620484899484669,0.26437826079456395,-0.23586225222984827,0.3167752171699604
UPDRS III _Alpha_channel15,-0.26129547704631617,0.2658035940625836,-0.3639867736282103,0.11464278238130668
UPDRS III _Gamma_channel95,-0.26129547704631617,0.2658035940625836,-0.33220197151443615,0.15242752415090322
mH&Y_Theta_channel59,-0.26107216999301586,0.2662272060863705,-0.42241222307638926,0.0635406803997175
mH&Y_Gamma_channel85,-0.26107216999301586,0.2662272060863705,-0.5252988019044629,0.017385629229724822
mH&Y_Theta_channel58,-0.26107216999301586,0.2662272060863705,-0.4297446510720965,0.05861117864854139
mH&Y_Theta_channel32,0.26107216999301586,0.2662272060863705,0.19848474585219186,0.40153142931565566
mH&Y_Beta_channel97,-0.26107216999301586,0.2662272060863705,-0.1752399022017298,0.45991754731950185
mH&Y_Alpha_channel45,-0.26107216999301586,0.2662272060863705,-0.30867477651966574,0.18544934375065747
BDI_Alpha_channel24,-0.26085347307052564,0.2666424839291616,0.0008011473355094556,0.9973253978648664
BDI_Theta_channel30,-0.26085347307052564,0.2666424839291616,-0.010831849483118817,0.9638495019041764
Apathy_Delta_channel46,0.26064076351161086,0.2670467828921388,0.5423967873573339,0.013481588279837108
Apathy_Delta_channel110,-0.26064076351161086,0.2670467828921388,-0.27122161574457904,0.24740208101831992
Apathy_Theta_channel20,0.26064076351161086,0.2670467828921388,0.18498789009323025,0.43492174787125626
MoCA corretto_Gamma_channel56,-0.2605424641441654,0.26723375143579453,-0.17020957578451726,0.47309733449571434
Apathy_Gamma_channel55,0.259887466507242,0.26848167695856046,0.13410040149169244,0.57298822850712
Apathy_Beta_channel111,-0.2591341695028732,0.2699213992920058,-0.04073404505744074,0.8646102145241252
MoCA corretto_Theta_channel17,-0.25903643833986384,0.2701085396760938,-0.19373605557464757,0.4131154628777634
MoCA corretto_Delta_channel37,-0.25903643833986384,0.2701085396760938,-0.22223817103986696,0.3463286383498796
UPDRS III _Theta_channel29,0.25903643833986384,0.2701085396760938,0.19896112033800992,0.40037928145255197
BDI_Alpha_channel63,-0.2585719558133491,0.2709990644141131,-0.0012853865344411297,0.9957087939331037
BDI_Alpha_channel48,0.2585719558133491,0.2709990644141131,0.038335191011709374,0.8725190968258073
Apathy_Theta_channel35,0.2583808724985044,0.27136595004555186,0.4045869607909333,0.07682394617712138
Apathy_Theta_channel47,0.2583808724985044,0.27136595004555186,0.31607615860704313,0.17458145657739071
Apathy_Gamma_channel16,0.2576275754941356,0.27281532928443614,0.1223215229064939,0.6074259135531093
MoCA corretto_Delta_channel35,-0.2575304125355623,0.2730026269973827,-0.3874820110218775,0.09141533922541621
UPDRS III _Delta_channel110,-0.2575304125355623,0.2730026269973827,-0.13927218519695714,0.5581406312984039
UPDRS III _Theta_channel84,0.25677739963341156,0.27445690789283983,0.18067243841150404,0.4458978632979017
UPDRS III _Delta_channel61,-0.25677739963341156,0.27445690789283983,-0.22025045376747981,0.35077016322057814
mH&Y_Gamma_channel66,-0.2566472179592359,0.274708814679457,-0.3564077933837,0.12296737424764428
mH&Y_Theta_channel61,-0.2566472179592359,0.274708814679457,-0.26731958441035286,0.25453595038014853
mH&Y_Theta_channel97,-0.2566472179592359,0.274708814679457,-0.1395320232283867,0.5573992039237258
Apathy_Beta_channel14,0.25612098148539797,0.27572857303886,0.22655691135495332,0.3367919811674625
Apathy_Delta_channel115,-0.25612098148539797,0.27572857303886,-0.26923797698942187,0.2510125002544821
Apathy_Delta_channel53,0.25612098148539797,0.27572857303886,0.36262845162140955,0.11610408144372153
Apathy_Theta_channel74,0.25612098148539797,0.27572857303886,0.4766124916000858,0.03361773290523901
MoCA corretto_Theta_channel84,-0.25602438673126077,0.2759160134778957,-0.36634820724370787,0.11213386592779573
BDI_Alpha_channel98,-0.2555299328037802,0.2768767359749436,0.009945968437114983,0.9668044354273531
BDI_Theta_channel108,-0.2555299328037802,0.2768767359749436,0.1748350492572985,0.4609712845319882
UPDRS III _Gamma_channel97,-0.25527137382911,0.27737994354204043,-0.3026202423067691,0.1946725303540569
BDI_Gamma_channel45,0.25476942705138805,0.2783584563869496,-0.07155584912452118,0.7643398523826328
MoCA corretto_Delta_channel19,-0.25451836092695923,0.27884869778630866,-0.21727632192349602,0.35747707906027015
MoCA corretto_Alpha_channel62,-0.25451836092695923,0.27884869778630866,-0.0029555663638207025,0.9901331588473758
UPDRS III _Beta_channel113,-0.25451836092695923,0.27884869778630866,-0.2513587648386356,0.2850640784569083
BDI_Alpha_channel112,-0.2540089212989958,0.2798450972090544,0.04546527253098681,0.8490485823735389
BDI_Delta_channel102,-0.2540089212989958,0.2798450972090544,-0.08941134786234722,0.7077607085892561
BDI_Delta_channel30,-0.2540089212989958,0.2798450972090544,-0.15845404078084227,0.5046219548361814
BDI_Alpha_channel73,0.2540089212989958,0.2798450972090544,0.4067812691225279,0.0750857902771799
Apathy_Delta_channel75,0.2538610904722915,0.28013464887029665,0.16657741142258933,0.4827304501157633
UPDRS III _Gamma_channel12,-0.2537653480248085,0.2803222758231042,-0.4249805998546836,0.06177967459047341
UPDRS III _Gamma_channel94,-0.2537653480248085,0.2803222758231042,-0.1716583131290438,0.46928220685519734
BDI_Beta_channel115,-0.25324841554660366,0.2813366579805614,0.06385530200834036,0.7891191941128428
Apathy_Delta_channel58,0.25310779346792267,0.281612995449115,0.1478981561668874,0.5337646803960654
Apathy_Gamma_channel65,-0.25310779346792267,0.281612995449115,-0.1319630113215574,0.5791739813512071
MoCA corretto_Gamma_channel62,-0.2530123351226577,0.28180067717602847,-0.016510872602924456,0.9449189872789021
UPDRS III _Gamma_channel71,0.2530123351226577,0.28180067717602847,0.16613180913940073,0.48391892665834035
UPDRS III _Gamma_channel47,-0.2530123351226577,0.28180067717602847,-0.10112234180426916,0.6714169417115506
BDI_Gamma_channel90,-0.25248790979421143,0.2828331381482631,-0.13992631912214923,0.5562749493993354
UPDRS III _Gamma_channel52,-0.25225932222050695,0.28328390127971076,-0.3782677590670246,0.10007093497588719
mH&Y_Delta_channel86,0.252222265925456,0.2833570162759962,0.22568461631299278,0.3387056307541804
mH&Y_Theta_channel55,-0.252222265925456,0.2833570162759962,-0.46623927701979984,0.03825578189837839
mH&Y_Theta_channel51,-0.252222265925456,0.2833570162759962,-0.4703114837606252,0.03637927711554513
